Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
237006,After test easy," 10,88,95,97,200 "," 54,04,24,133 "," 73,95,62,024 "," 89,16,99,819 "," 1,31,86,58,619 ",Funimation,23,5
237045,Create show instead," 13,00,19,83,000 "," 49,67,23,596 "," 51,90,98,592 "," 81,95,93,933 "," 1,20,39,75,630 ",Disney+,17,8
237084,Along sort practice," 3,67,09,76,800 "," 43,63,47,451 "," 30,05,88,707 "," 71,99,73,294 ",$1075666668.18042,YouTube PremiumFunimation,27,8
237122,Decade total visit," 3,87,73,38,400 "," 35,99,14,082 "," 31,02,41,622 "," 59,38,58,235 "," 96,85,37,301 ",Hulu,12,5
237129,Pressure dog," 12,73,82,12,600 "," 29,41,84,631 "," 37,45,37,038 "," 73,97,30,602 ",$1132091642.06277,FunimationYouTube Premium,23,7
237146,Long process story Republican," 7,13,49,16,400 "," 35,14,63,364 "," 32,10,26,208 "," 57,99,14,551 "," 91,97,82,769 ",Amazon PrimeHBO MaxVRV,25,5
237150,Message figure population," 3,39,90,69,000 "," 46,15,71,003 "," 32,84,98,406 "," 76,15,92,155 ",$1198093196.61927,Apple TV+FunimationCrunchyroll,30,6
237336,Culture yard perhaps," 3,66,51,09,200 "," 39,74,04,491 "," 39,61,18,149 "," 65,57,17,410 "," 1,04,48,24,717 ",HBO MaxNetflix,23,6
237510,Available here," 12,89,49,86,600 "," 54,13,66,394 "," 64,99,73,847 "," 89,32,54,550 "," 1,31,00,26,316 ",NetflixHBO MaxHulu,4,8
237537,Professional reduce a end," 9,39,95,03,800 "," 38,19,09,131 "," 71,10,77,657 "," 94,41,57,261 "," 1,51,61,57,899 ",HuluNetflixDisney+,7,8
237558,Discover story respond," 16,71,15,08,800 "," 47,83,35,325 ",$726267716.927724," 78,92,53,286 "," 1,31,64,80,812 ",Crunchyroll,20,7
237590,Green available office recognize," 8,10,88,02,200 "," 53,51,03,848 ",$578717659.737491," 88,29,21,349 "," 1,37,11,13,317 ",CrunchyrollHulu,12,6
237606,Item tell," 7,73,57,64,200 "," 53,06,16,242 "," 46,52,67,486 "," 1,22,52,84,513 "," 1,88,65,81,693 ",TubiFunimationCrunchyroll,8,5
237720,Tv accept," 9,47,92,75,400 "," 41,44,82,561 "," 40,62,21,758 "," 68,38,96,226 "," 1,04,08,58,086 ",Apple TV+Hulu,25,8
237818,Every option," 1,74,52,22,000 "," 41,06,27,750 "," 44,35,81,550 "," 76,78,31,818 ",$1119970618.25123,FunimationVRV,27,7
237819,Rule manage,$1778560800," 26,28,13,687 "," 47,96,83,138 "," 54,79,44,957 "," 85,98,95,511 ",CrunchyrollApple TV+,1,6
237825,Accept figure look," 8,08,40,06,800 "," 44,29,56,740 "," 46,77,99,044 "," 73,08,78,621 "," 1,07,33,17,371 ",Crunchyroll,21,8
237925,Quality chance after," 10,73,54,56,400 "," 35,36,16,083 "," 35,96,52,567 "," 58,34,66,537 "," 1,05,35,76,111 ",Tubi,18,8
237951,Hit site," 79,01,18,800 "," 40,76,60,887 "," 62,52,89,942 "," 67,26,40,464 ",$1041310995.88619,HBO MaxFunimation,12,7
237954,Consumer mission fund," 5,61,00,75,200 "," 19,43,74,281 "," 43,35,00,490 "," 91,27,19,740 "," 1,60,67,64,112 ",HuluVRVAmazon Prime,29,7
237975,International throughout," 4,67,79,45,800 "," 58,32,73,009 "," 46,23,96,524 "," 96,24,00,465 "," 1,44,32,59,493 ",CrunchyrollNetflixAmazon Prime,10,7
237993,Trade program control address," 6,61,08,03,200 "," 54,87,30,251 "," 46,84,31,446 "," 90,54,04,914 "," 1,44,68,84,445 ",Crunchyroll,19,8
238029,Public relate land," 13,04,37,58,000 "," 37,90,44,476 "," 43,91,62,938 "," 1,03,78,64,520 "," 1,61,55,87,945 ",YouTube PremiumApple TV+,29,8
238051,Though surface fast position," 9,89,93,02,600 "," 36,05,58,366 "," 32,49,61,092 "," 59,49,21,304 "," 1,05,74,39,591 ",Crunchyroll,27,7
238135,Product way long," 1,53,83,77,000 "," 53,07,64,698 "," 53,12,30,218 "," 87,85,56,246 "," 1,42,01,56,742 ",Disney+HuluCrunchyroll,22,6
238147,Walk example," 1,93,64,75,400 "," 47,42,61,546 "," 56,10,97,200 "," 1,30,45,56,858 "," 1,93,03,50,479 ",Amazon Prime,23,5
238152,Collection next imagine," 12,20,74,06,000 "," 11,97,37,229 "," 55,14,69,381 "," 26,32,44,635 "," 39,12,08,241 ",YouTube Premium,26,8
238200,Thank drive," 7,83,46,53,200 "," 30,62,47,068 "," 34,63,15,282 "," 50,53,07,662 "," 74,13,86,448 ",Apple TV+YouTube Premium,2,6
238241,Behind that training," 3,41,81,57,600 "," 52,50,92,906 "," 55,49,58,026 "," 86,64,03,295 "," 1,27,87,84,412 ",Disney+YouTube PremiumHulu,5,5
238244,Job along," 2,96,01,04,400 "," 54,71,20,378 "," 53,25,45,301 "," 90,27,48,624 "," 1,46,07,83,104 ",HBO Max,24,7
238246,Theory ball," 4,19,96,55,800 "," 43,93,64,148 "," 44,63,90,744 "," 72,49,50,844 "," 1,15,07,67,151 ",TubiHBO Max,22,7
238255,Nor buy," 2,47,68,14,400 "," 50,01,90,171 "," 38,10,02,203 "," 82,53,13,782 "," 1,38,86,94,791 ",HuluTubiFunimation,12,7
238292,Half couple," 2,47,99,71,200 "," 36,38,20,966 "," 56,88,05,910 "," 92,67,27,628 "," 1,36,46,96,535 ",HBO MaxApple TV+Tubi,14,8
238415,Floor seat try," 16,94,80,30,400 "," 59,19,70,383 "," 54,05,22,841 "," 97,67,51,132 "," 1,50,78,31,649 ",CrunchyrollTubiDisney+,3,7
238452,Office environment," 2,68,31,52,600 "," 54,52,27,399 "," 36,35,02,492 "," 89,96,25,208 "," 1,51,34,76,885 ",Disney+Funimation,26,4
238509,Interest several," 3,81,49,89,800 ",$493798204," 63,87,68,705 "," 1,17,68,89,757 "," 1,75,09,95,959 ",Disney+,1,7
238602,Space charge officer," 3,67,17,88,600 "," 29,14,66,957 "," 30,78,38,778 "," 48,09,20,479 "," 79,95,37,027 ",FunimationTubiVRV,15,4
238664,Performance only," 5,19,60,92,000 "," 18,02,12,563 "," 43,87,92,470 "," 38,65,17,697 "," 63,66,11,433 ",Apple TV+,1,8
238700,Information meeting firm," 1,36,58,14,000 "," 39,61,95,425 "," 46,89,21,479 "," 65,37,22,451 "," 1,07,99,29,085 ",Hulu,30,7
238788,Population run world two," 3,71,64,71,800 "," 49,57,38,539 "," 58,05,88,647 "," 81,79,68,589 "," 1,43,95,35,948 ",VRVNetflix,3,6
238878,Behind hair," 19,72,68,400 "," 45,41,17,165 "," 46,68,82,758 "," 74,92,93,322 "," 1,09,55,13,089 ",Netflix,9,6
238935,Allow finish," 2,46,61,45,800 "," 54,03,22,891 "," 36,70,68,557 "," 89,15,32,770 ",$1479724680.24565,Apple TV+,10,5
238997,Very ability whom," 3,01,02,00,600 "," 46,77,03,823 "," 28,02,09,541 "," 77,17,11,308 "," 1,21,95,58,748 ",TubiAmazon PrimeYouTube Premium,15,7
239001,Land television," 1,85,87,60,400 "," 46,91,52,523 "," 63,28,64,177 "," 77,41,01,663 "," 1,26,68,68,113 ",Funimation,1,8
239006,Color decide," 2,31,87,00,600 "," 54,86,32,444 "," 38,89,76,507 "," 90,52,43,533 "," 1,62,52,69,490 ",TubiYouTube PremiumDisney+,23,7
239059,Month indicate hospital," 10,53,28,83,600 "," 41,04,32,959 "," 23,44,66,799 "," 67,72,14,382 "," 1,04,71,23,241 ",Apple TV+CrunchyrollHulu,5,5
239100,Cell late sister," 5,17,73,67,400 ",$279849894," 60,46,28,205 "," 1,10,04,51,332 "," 1,79,40,12,717 ",TubiVRV,13,6
239169,Serious since pay," 13,78,29,69,800 "," 50,30,91,583 "," 89,10,32,272 "," 98,75,10,711 "," 1,72,93,52,219 ",HBO MaxNetflix,28,5
239207,Dream speech," 1,30,93,81,200 "," 56,34,92,662 "," 55,19,58,014 "," 92,97,62,892 "," 1,49,85,98,186 ",Funimation,20,7
239234,New task first," 6,80,43,91,600 "," 54,37,46,554 "," 40,35,77,864 "," 89,71,81,814 "," 1,44,44,67,687 ",Crunchyroll,23,5
239250,Guy tax some," 4,15,22,31,400 "," 35,94,92,068 "," 67,72,32,225 "," 59,31,61,912 "," 89,98,20,646 ",Disney+,19,8
239253,Understand end," 10,41,86,40,200 "," 31,05,41,992 "," 97,37,28,112 ",$1125741658.81179," 1,78,83,39,812 ",Tubi,20,5
239283,From different affect," 1,72,79,21,400 "," 47,56,12,206 "," 35,21,49,896 "," 78,47,60,140 "," 1,15,09,98,682 ",Disney+,6,8
239357,Finish weight," 1,23,71,55,000 "," 41,61,25,675 "," 15,62,35,455 ",$686607363.75," 1,12,24,49,219 ",CrunchyrollApple TV+Tubi,27,4
239421,Their bag leg," 19,52,37,71,600 "," 46,61,14,861 "," 53,30,61,012 "," 76,90,89,521 "," 1,33,05,07,500 ",YouTube Premium,8,8
239433,Impact anyone," 4,13,64,62,000 "," 11,22,18,183 "," 63,30,11,312 "," 1,65,09,05,822 "," 2,43,40,32,044 ",CrunchyrollHBO Max,11,5
239469,Agree past," 4,38,74,28,200 "," 42,00,26,642 "," 46,84,81,129 "," 69,30,43,959 "," 1,15,97,84,322 ",TubiCrunchyroll,8,6
239477,Anyone a environment," 3,92,30,37,800 "," 41,60,41,723 "," 26,27,56,661 "," 68,64,68,843 "," 1,03,84,10,972 ",HuluNetflix,26,7
239488,Apply alone," 11,67,68,78,800 "," 59,81,27,254 "," 33,49,49,975 "," 98,69,09,969 ",$1459324126.56213,Funimation,3,6
239497,Most side material," 6,24,92,20,800 "," 17,52,94,147 "," 34,51,97,686 "," 28,92,35,343 "," 42,20,59,789 ",Amazon Prime,23,8
239555,Under us," 6,10,18,66,800 "," 48,29,72,206 "," 40,74,12,274 "," 82,74,92,961 "," 1,32,77,07,132 ",YouTube Premium,30,7
239579,Room sure hit," 9,56,66,69,800 "," 26,83,81,407 "," 51,46,18,448 "," 96,07,46,826 "," 1,52,68,85,309 ",TubiHBO MaxNetflix,25,6
239664,During score speech," 3,26,56,05,000 "," 47,26,06,555 "," 47,42,23,564 "," 77,98,00,816 "," 1,21,22,71,970 ",Netflix,12,7
239714,Camera happy kind," 52,60,26,200 ",$514678164," 66,94,70,759 "," 84,92,18,971 "," 1,36,80,09,677 ",HuluTubi,3,8
239733,Which article network," 1,46,41,40,800 ",$487075846," 21,79,84,199 "," 80,36,75,146 "," 1,15,57,32,623 ",HuluNetflixHBO Max,10,6
239761,Others put hour," 11,28,91,41,400 "," 12,25,23,271 ",$321209323.933991," 20,21,63,397 "," 34,45,12,954 ",Amazon Prime,13,6
239779,Want carry front," 63,25,87,800 "," 56,84,96,087 "," 88,31,60,425 "," 93,80,18,544 "," 1,40,82,64,897 ",NetflixHBO Max,23,8
239882,Road itself," 10,97,43,59,000 "," 59,64,55,081 "," 54,57,32,673 "," 1,01,56,01,389 "," 1,76,55,24,049 ",FunimationNetflix,3,6
239896,Final general develop," 14,84,06,88,400 "," 52,03,27,010 "," 47,00,44,974 "," 85,85,39,567 "," 1,55,07,63,595 ",FunimationAmazon PrimeTubi,17,4
239899,Develop little," 12,75,36,64,400 "," 53,54,51,951 "," 95,54,05,052 "," 1,66,05,92,583 "," 2,98,94,86,622 ",VRV,11,4
239906,Before firm economy," 5,55,65,07,200 "," 28,20,22,381 "," 44,07,83,720 "," 53,34,86,300 "," 76,68,57,704 ",TubiCrunchyroll,2,4
239968,Ability far," 4,22,20,62,200 ",$195116263," 37,60,49,054 "," 32,19,41,834 "," 56,15,37,717 ",YouTube PremiumFunimationAmazon Prime,4,8
239979,Structure detail," 1,38,03,23,800 "," 49,02,11,894 "," 57,75,60,272 "," 80,88,49,625 ",$1414660151.26706,FunimationDisney+,27,4
240003,Thing card country," 9,94,42,15,200 "," 32,63,87,199 "," 67,06,03,760 "," 53,85,38,878 "," 82,42,70,347 ",Crunchyroll,1,5
240005,Know under," 1,77,14,31,400 "," 56,98,53,656 "," 28,19,96,266 "," 94,02,58,532 "," 1,37,78,57,458 ",YouTube Premium,19,6
240015,Bar provide," 1,91,96,21,600 "," 45,38,83,804 "," 38,93,85,397 "," 74,89,08,277 "," 1,24,32,06,697 ",HBO MaxHuluDisney+,9,5
240044,Something school," 11,04,99,22,000 "," 57,88,37,307 "," 44,93,73,508 "," 95,50,81,557 "," 1,57,44,25,718 ",HBO Max,3,4
240117,Wind blood rich," 8,51,95,90,200 "," 44,64,49,459 "," 39,06,57,881 "," 94,95,08,718 "," 1,45,94,22,208 ",TubiYouTube PremiumHulu,7,5
240197,Should too," 6,62,33,38,200 "," 40,11,92,053 "," 34,49,24,362 "," 66,19,66,887 "," 1,03,63,58,627 ",FunimationCrunchyrollYouTube Premium,30,6
240198,Property ok tax," 2,68,84,65,400 "," 39,72,32,352 "," 17,49,06,042 "," 65,54,33,381 "," 96,18,34,904 ",Amazon Prime,9,5
240237,Research recognize husband," 2,11,41,92,800 "," 58,96,34,998 "," 31,88,62,198 ",$972897746.7," 1,46,79,68,103 ",YouTube PremiumDisney+,29,5
240242,It city," 11,16,60,14,200 "," 35,86,02,569 ",$265864397.50944," 59,16,94,239 "," 89,81,10,101 ",Apple TV+,2,4
240261,Authority range south," 4,95,34,83,400 "," 51,70,00,322 "," 33,16,14,693 ",$853050531.3," 1,25,92,34,637 ",Amazon PrimeYouTube Premium,11,5
240377,Song daughter explain,$1557671200," 55,68,33,535 "," 15,91,98,923 "," 91,87,75,333 "," 1,43,61,72,159 ",Apple TV+,3,6
240420,Bill cost," 54,84,48,200 "," 46,54,70,990 "," 35,69,93,318 "," 76,80,27,134 "," 1,31,64,45,934 ",VRVApple TV+,8,7
240491,Different ago wall," 4,21,03,65,000 "," 53,50,65,999 ",$316836460.57288," 88,28,58,898 "," 1,50,69,06,026 ",Amazon PrimeCrunchyroll,4,4
240641,Season than," 1,52,90,60,800 "," 35,21,72,359 "," 51,87,79,218 ",$722734894.794627," 1,22,65,73,016 ",NetflixFunimation,12,7
240688,Last resource," 67,77,70,600 "," 59,86,46,234 ",$680692144.705858," 98,77,66,286 "," 1,74,56,81,115 ",HBO MaxVRVApple TV+,14,8
240804,Term door," 5,96,76,88,800 "," 49,27,24,344 "," 38,75,86,782 "," 81,29,95,168 "," 1,36,19,98,470 ",HuluDisney+Funimation,13,6
240886,Nature seven," 10,36,78,54,000 "," 28,54,11,664 "," 92,66,07,427 "," 1,41,95,70,801 "," 2,35,17,46,299 ",YouTube Premium,21,7
241099,Food modern perform," 4,35,73,74,800 "," 30,24,61,772 "," 42,69,20,478 "," 49,90,61,924 "," 87,90,15,221 ",Disney+VRVYouTube Premium,23,7
241362,Source effect candidate," 10,25,57,81,800 "," 46,67,10,938 "," 57,47,83,300 "," 77,00,73,048 "," 1,39,45,95,792 ",YouTube Premium,15,6
241372,Measure power pay," 1,77,98,23,600 "," 35,77,54,496 "," 59,33,76,084 "," 62,47,84,429 "," 1,09,92,95,830 ",NetflixHulu,5,8
241416,No perhaps into," 13,87,92,89,600 "," 40,53,83,195 "," 61,61,20,776 "," 84,28,27,708 "," 1,48,65,05,386 ",FunimationHBO MaxAmazon Prime,23,5
241454,Pm capital measure," 1,49,65,22,400 "," 43,89,04,859 "," 51,33,45,629 "," 72,41,93,017 "," 1,13,28,04,735 ",Amazon Prime,6,8
241538,Red build see seat," 3,35,65,53,800 "," 51,57,51,474 "," 61,68,02,119 "," 85,09,89,932 "," 1,23,00,14,882 ",Netflix,16,7
241540,Sell stay," 1,60,48,63,800 "," 55,30,23,035 "," 43,25,56,988 "," 91,24,88,008 "," 1,39,30,78,914 ",YouTube Premium,18,7
241588,Measure marriage," 10,02,38,84,200 ",$579893609," 55,56,07,367 "," 1,30,42,91,428 "," 1,87,63,40,496 ",FunimationYouTube Premium,13,8
241654,Discuss firm create," 7,95,99,43,400 "," 46,49,07,219 "," 37,45,39,489 "," 76,70,96,911 ",$1333225288.5438,Funimation,14,5
241700,Politics however," 8,32,70,56,200 ",$477283643," 46,45,28,764 "," 78,75,18,011 "," 1,14,95,45,608 ",Disney+HBO MaxFunimation,30,7
241940,Detail begin keep," 4,84,93,45,200 "," 21,28,71,362 "," 50,02,15,101 "," 49,77,26,654 "," 78,40,76,446 ",Disney+Amazon PrimeVRV,23,5
242006,Star he up," 5,26,28,13,000 "," 12,23,60,509 ",$186388088.791373," 20,18,94,840 "," 35,23,79,987 ",TubiYouTube PremiumHBO Max,29,7
242037,Art run clear," 4,91,33,19,400 "," 13,41,76,807 "," 45,11,43,191 "," 22,13,91,732 "," 33,70,77,004 ",NetflixCrunchyrollApple TV+,25,8
242149,Near break certain," 4,09,24,07,600 "," 45,22,41,859 "," 43,91,30,164 "," 74,61,99,067 "," 1,26,68,90,194 ",Amazon Prime,11,8
242180,Staff analysis none," 15,27,03,00,000 "," 53,87,48,655 "," 69,01,63,074 "," 88,89,35,281 "," 1,45,43,51,745 ",Disney+Amazon Prime,3,8
242245,And could blood,$429145600," 48,25,82,669 "," 56,72,92,067 "," 79,62,61,404 "," 1,42,57,60,329 ",Tubi,27,8
242280,Stop benefit," 10,45,65,98,600 ",$563520876," 42,64,40,620 "," 92,98,09,445 "," 1,67,16,84,956 ",Apple TV+Disney+Crunchyroll,1,8
242324,Imagine skin," 1,27,97,50,000 "," 35,25,58,561 "," 62,65,39,276 "," 58,17,21,626 "," 95,04,08,393 ",VRV,17,7
242360,Smile kid," 3,87,68,07,200 "," 45,51,89,416 "," 48,14,89,613 "," 75,10,62,536 "," 1,17,53,50,232 ",VRVHBO MaxHulu,16,5
242361,Show no," 10,09,48,93,800 "," 56,66,84,093 "," 15,04,85,148 "," 93,50,28,753 "," 1,42,29,32,032 ",Disney+,12,7
242399,Wrong success group," 3,71,96,25,600 "," 36,26,75,747 "," 40,78,38,863 "," 59,84,14,983 "," 1,08,20,24,667 ",YouTube Premium,29,6
242402,Debate trade,$3274405600," 43,26,32,351 "," 33,70,93,813 "," 71,38,43,379 "," 1,10,72,14,642 ",Amazon PrimeCrunchyroll,15,8
242484,Maintain cause," 1,70,46,91,000 "," 46,46,83,274 "," 35,87,57,420 "," 76,67,27,402 ",$1131234664.72429,HBO MaxFunimation,3,8
242527,Painting conference," 2,80,90,17,400 ",$279093045," 49,55,61,538 "," 64,43,77,199 "," 1,09,35,59,511 ",HuluVRV,24,7
242595,Magazine every usually," 3,97,61,49,400 "," 54,08,81,172 "," 11,79,28,555 "," 1,50,78,52,973 "," 2,28,63,96,444 ",HBO MaxApple TV+,21,8
242632,Edge simple," 10,27,29,38,000 "," 43,13,97,408 "," 23,84,27,272 "," 71,18,05,723 "," 1,25,28,86,974 ",Apple TV+,30,8
242701,Street that," 17,57,39,10,600 "," 36,05,04,378 "," 43,82,30,063 "," 64,15,22,673 ",$935222185.226844,Amazon Prime,2,7
242735,Recently station," 14,57,33,82,600 "," 59,23,89,809 "," 32,17,68,723 "," 97,74,43,185 "," 1,43,45,17,143 ",Apple TV+,8,7
242755,Attack safe perhaps," 3,23,47,23,800 ",$555572320," 36,54,45,797 "," 91,66,94,328 "," 1,43,80,73,758 ",Apple TV+HBO MaxAmazon Prime,18,7
242770,Degree report eat firm," 12,85,96,24,200 "," 45,26,77,356 "," 38,07,81,901 "," 76,50,94,431 "," 1,20,67,20,738 ",YouTube PremiumAmazon Prime,5,4
242832,Pick should life," 6,05,24,67,200 "," 35,14,89,278 "," 46,83,34,090 "," 57,99,57,309 ",$831794222.341957,VRV,11,4
242845,Point candidate party," 4,79,06,91,200 "," 14,17,57,652 "," 25,65,98,246 "," 23,39,00,126 "," 33,45,96,237 ",NetflixDisney+,22,8
243119,Onto rather," 6,18,40,17,200 "," 29,92,79,414 "," 30,61,82,494 "," 49,38,11,033 "," 70,83,24,984 ",Amazon Prime,7,6
243175,Sense how state," 6,33,72,38,400 "," 58,55,44,720 "," 39,62,41,275 "," 96,61,48,788 "," 1,71,38,84,534 ",Apple TV+,10,6
243224,Agent court tough," 3,64,32,12,600 "," 52,98,78,823 "," 42,17,64,949 "," 90,86,32,397 "," 1,46,46,97,154 ",YouTube PremiumHBO MaxDisney+,7,8
243348,Amount western your but," 10,52,39,92,800 "," 46,57,45,038 "," 11,97,94,819 "," 76,84,79,313 "," 1,12,02,33,754 ",YouTube PremiumNetflix,16,5
243423,End employee," 11,09,78,46,000 "," 44,14,67,136 "," 67,11,58,056 "," 72,84,20,774 ",$1193027079.81543,HBO MaxDisney+,22,7
243466,Radio trade," 3,46,57,05,000 "," 43,10,95,033 "," 71,41,28,115 "," 1,05,77,23,813 "," 1,72,57,04,952 ",HBO Max,15,4
243686,Character foreign wonder," 3,63,86,86,000 "," 21,75,89,186 ",$612063062.883912," 58,12,39,764 "," 93,32,44,344 ",HuluYouTube Premium,28,5
243775,Reality he meet," 9,77,11,00,600 "," 54,56,68,492 "," 30,15,57,604 "," 90,03,53,012 "," 1,49,93,89,970 ",Hulu,15,7
243829,Develop pattern these," 15,77,44,67,400 "," 28,71,64,042 "," 35,85,23,548 "," 78,08,90,719 "," 1,31,81,85,710 ",Apple TV+Tubi,28,6
243832,Onto doctor," 12,86,66,89,000 "," 57,26,06,376 "," 23,14,94,246 "," 94,48,00,520 "," 1,69,23,07,159 ",Amazon PrimeDisney+,5,5
243833,Mr market," 2,16,04,00,000 "," 39,85,23,816 "," 64,16,80,337 "," 65,75,64,296 "," 98,24,54,946 ",VRV,10,5
243858,Address until important charge," 15,26,27,68,000 "," 42,79,15,351 "," 44,79,16,832 "," 70,60,60,329 "," 1,02,42,59,387 ",FunimationAmazon PrimeNetflix,8,7
243963,Action community take,$3050135400," 37,78,29,631 "," 48,72,82,025 "," 70,95,83,769 "," 1,21,38,86,625 ",Amazon PrimeHuluCrunchyroll,2,7
243975,Bed industry wife," 14,04,20,07,000 "," 47,19,32,924 ",$631831511.796192," 85,92,10,334 "," 1,28,48,39,656 ",VRVHuluNetflix,10,4
243979,Peace career ground," 4,64,74,43,600 "," 40,58,73,887 "," 20,39,59,040 "," 67,48,53,820 "," 1,14,87,11,427 ",HuluCrunchyroll,18,4
243999,Red country always," 10,04,75,28,400 "," 42,97,10,420 "," 65,92,24,256 "," 70,90,22,193 "," 1,14,27,27,048 ",Disney+YouTube PremiumTubi,7,6
244029,Heavy run," 12,07,75,11,600 "," 56,86,61,334 "," 34,37,94,065 "," 93,82,91,201 "," 1,63,70,72,213 ",NetflixDisney+Funimation,22,8
244042,Building strong," 3,56,74,64,400 "," 20,80,33,865 "," 45,61,04,338 "," 34,32,55,877 "," 55,95,49,284 ",YouTube Premium,1,6
244097,Cell north," 99,41,70,000 "," 41,27,09,497 "," 28,70,69,665 "," 68,09,70,670 "," 1,02,47,64,735 ",Disney+Apple TV+,3,7
244227,Mrs house especially," 1,80,18,42,400 "," 13,81,29,184 ",$762086498.641782," 70,84,65,423 "," 1,11,58,77,697 ",TubiNetflixHulu,7,7
244231,General society outside," 3,63,93,58,600 "," 42,33,76,901 "," 65,04,48,746 "," 96,32,41,431 ",$1378469292.28546,NetflixHBO MaxHulu,7,7
244281,Lot amount good bill," 14,39,67,17,600 "," 55,85,56,635 "," 82,04,11,581 "," 92,16,18,448 "," 1,56,13,73,700 ",YouTube PremiumAmazon PrimeHulu,17,8
244347,Dog TV," 2,60,35,20,200 "," 40,62,79,594 "," 32,11,32,437 "," 67,03,61,330 "," 97,35,62,465 ",Apple TV+CrunchyrollNetflix,23,4
244402,Its travel beyond," 1,61,11,85,200 "," 42,70,32,641 "," 29,46,11,407 "," 70,46,03,858 "," 1,12,99,30,887 ",Netflix,21,5
244478,Gun effort," 1,22,44,20,000 "," 37,22,94,310 "," 58,29,52,256 "," 76,12,54,703 "," 1,17,05,90,236 ",Apple TV+YouTube Premium,27,6
244542,Create style operation," 5,02,12,58,200 "," 49,59,98,741 "," 28,66,87,231 "," 81,83,97,923 "," 1,37,47,50,843 ",TubiHulu,1,5
244592,Commercial city," 2,95,24,02,400 "," 38,69,57,878 "," 58,71,21,190 "," 63,84,80,499 "," 95,33,07,714 ",VRV,7,6
244605,Opportunity road," 21,17,42,82,800 "," 46,05,72,031 "," 43,22,40,495 "," 75,99,43,851 ",$1347510098.04574,VRVHuluDisney+,28,4
244608,Threat according including,$5338879800," 44,08,70,595 "," 41,30,78,467 "," 90,94,64,080 "," 1,53,75,43,265 ",Apple TV+,15,5
244688,Standard reach," 5,53,91,84,800 "," 32,41,94,335 "," 58,25,47,971 "," 1,25,18,90,701 "," 2,27,05,44,923 ",Funimation,14,5
244720,Morning form," 5,23,46,47,800 "," 44,72,29,200 "," 32,03,51,899 "," 73,79,28,180 "," 1,13,28,99,416 ",Apple TV+HuluNetflix,6,7
244722,Between population," 7,50,06,86,000 "," 46,27,13,808 "," 46,49,42,322 "," 88,38,43,789 "," 1,38,13,87,267 ",Netflix,23,6
244794,Theory job," 10,67,67,15,200 "," 55,84,03,998 "," 61,08,17,861 "," 92,13,66,597 "," 1,51,80,69,644 ",TubiNetflix,19,4
244810,Debate miss question bit,$10896345400," 35,62,16,923 "," 45,99,77,802 "," 77,75,28,520 "," 1,34,07,71,516 ",Funimation,17,7
244838,Stuff sense," 2,07,30,11,000 ",$164851927," 54,53,24,355 "," 40,44,85,973 "," 58,00,08,982 ",Disney+Crunchyroll,1,5
244850,Box view debate," 6,95,65,05,600 "," 53,63,08,945 "," 40,26,63,852 "," 88,49,09,759 "," 1,33,92,39,228 ",FunimationDisney+,28,8
244861,Coach force," 2,24,83,67,000 "," 47,24,47,350 "," 48,73,68,346 "," 77,95,38,128 "," 1,23,53,67,037 ",YouTube Premium,3,6
244935,Not ten for," 8,23,48,82,800 "," 42,05,48,173 "," 47,98,34,871 "," 69,39,04,485 "," 1,01,72,57,146 ",Disney+Crunchyroll,1,7
245069,Message pretty," 2,13,59,20,400 "," 44,57,83,755 "," 27,50,98,474 "," 73,55,43,196 "," 1,07,87,82,234 ",Tubi,5,7
245089,Call move," 8,10,05,31,400 "," 29,42,90,697 ",#REF!," 64,45,68,493 "," 1,11,38,46,041 ",Amazon Prime,25,6
245092,Message nothing," 4,34,45,49,400 "," 50,21,88,932 "," 54,76,69,409 "," 82,86,11,738 "," 1,35,47,21,383 ",HBO MaxVRV,26,4
245153,Production so," 12,77,51,20,200 "," 37,85,62,288 ",$888397855.139604," 62,46,27,775 "," 94,03,13,701 ",Tubi,20,7
245294,Letter glass anything," 17,33,02,69,000 "," 48,32,51,377 "," 51,22,74,006 "," 79,73,64,772 "," 1,24,52,02,377 ",NetflixVRV,2,6
245332,Prepare surface arrive," 7,65,87,53,200 "," 40,35,49,450 "," 61,88,32,176 "," 66,58,56,593 "," 99,97,61,582 ",HuluAmazon Prime,26,5
